Product ID,Picture URL,Description,Health Facts,Highlights
U577,https://media.ulta.com/i/ulta/2594153?w=78&h=78&fmt=auto,"SEEN Magic Serum works to visibly transform your hair into smoother, shinier, healthier-looking hair in just seconds. It reduces frizz, adds shine, nourishes, strengthens and protects hair from heat styling and breakage.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand, Give Back"," This product received the National Eczema Association's Seal of Acceptance. This means those with sensitive or eczema-prone skin can use fragrance free SEEN and enjoy happy, healthy skin and gorgeous hair!"
U578,https://media.ulta.com/i/ulta/2564038?w=78&h=78&fmt=auto,"The BondiBoost Procapil Hair Tonic Scalp Serum is a high performance, results-driven 'leave-in-hair' formulation that contains the all-natural and patented ingredient Procapil, the latest technology to boost your roots and help you reach your hair goals. Anti-hair loss for all hair types.","Vegan, Cruelty Free, Sustainable Packaging Brand","Australian, clean, paraben and silicone free, Longer, stronger, fuller looking hair, Lightweight formulation to use daily, Stimulate aging hair follicles, Add strength and resilience to strands, Cruelty-free and vegan "
U579,https://media.ulta.com/i/ulta/2560501?w=78&h=78&fmt=auto,"Pacifica's Scalp Love Rosemary Mint Serum helps detox and loosen buildup while soothing and hydrating your scalp. It contains herbal extracts of sage, thyme and witch hazel. For all hair types. Vegan and cruelty-free.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand, Give Back","Purify and revive you scalp with this hydrating serum, Help detox and loosen buildup while soothing your scalp, This pretty bottle is made from glass. Recycle it again!, 100% Vegan, Cruelty-free "
U580,https://media.ulta.com/i/ulta/2099333?w=78&h=78&fmt=auto,"Blow-dry hair in less time with Paul Mitchell Super Skinny Serum. This bestselling primer speeds up drying time for smooth, shiny, frizz-free hair.","Vegan, Cruelty Free, Sustainable Packaging Brand, Give Back","Speeds up drying time, Lightweight silicones condition + seal the cuticle, Makes hair soft + silky-smooth, Humidity-resistant formula leaves hair frizz-free in any weather, Ideal for frizzy hair, Great for creating a sleek blowout or adding polish to dry hair Vibrant, juicy scent with notes of apple, berries and sweet florals, Color safe, Paraben free, Gluten free"
U581,https://media.ulta.com/i/ulta/2121845?w=78&h=78&fmt=auto,L'ANZA Healing Strength Neem Plant Silk Serum is an award-winning product that increases shine & strength. Weightless formula provides silky softness without greasiness.,"Cruelty Free, Give Back","Weightless formula provides silky softness without greasiness, Fortifies and strengthens weak, fragile hair, Protects from thermal heat and UV rays, Won't weigh hair down, Great for all hair types, Professional salon products born in Southern California, L'ANZA products are developed & manufactured in the USA, L'ANZA maintains a green commitment by ensuring that all our products and actions support a healthy and sustainable Earth "
U582,https://media.ulta.com/i/ulta/2621864?w=78&h=78&fmt=auto,"Virtue Damage Reverse Hair Serum is the only inside-out hair repair solution to both reverse and fight future damage, reinforce hair's strength, and reduce breakage by 2x with Virtue's highest concentration of reparative Alpha Keratin 60ku.","Vegan, Cruelty Free","Repairs existing damage, Fights future damage, Holistically repairs the severed bonds that give hair its strength, Restores damaged peptides to give hair elasticity, Refills each strand with all-natural keratin, Contains the highest concentration of Virtue's reparative bioidentical protein, Alpha Keratin 60ku, Ideal for all hair types, especially hair that’s damaged or in need of extra care, Perfect for stressed-out strands dehydrated from heat styling or chemical treatments, Safe for color-treated and chemically treated hair, Increases fiber flexibility to make hair more resistant to breakage, Lightweight, cream-to-serum formula, Instantly absorbs into hair from cuticle to core, Fragrance: A rich, nurturing blend of creamy coconut and tropical yuzu extracts wrapped in warm woods "
U583,https://media.ulta.com/i/ulta/2614496?w=78&h=78&fmt=auto,"Kenra Triple Repair Split End Mending Serum is for all all damaged hair types formulated to offer 3 transformative benefits: Bond repair, seal split ends, and protect & fortify strands against everyday damage.",Cruelty Free,"90% sealed split ends with each use, DualBond technology that only targets broken/weak bonds where needed, Protects strands against heat, color damage, & environmental pollution, 72 hour humidity resistance, Thermal protection up to 450 degrees, Safe for daily use, For all hair types & textures "
U584,https://media.ulta.com/i/ulta/2604044?w=78&h=78&fmt=auto,"Bumble and bumble Bond-Building Hair Repair Oil Serum is a lightweight heat protective hair serum + oil that helps reverse the look of damage caused by heat, chemical, and physical styling. It instantly delivers 90% frizz reduction that lasts all day, 57% reduced breakage, and 6x more hydration.","Cruelty Free, Sustainable Packaging Brand","Repairs damage, Protects against future damage, Finishes hair with smoothness, Strengthens, Reduces Frizz, Detangles, Softens, Hydrates, Heat Protective, Color-safe "
U585,https://media.ulta.com/i/ulta/2607935?w=78&h=78&fmt=auto,"Color Wow's Curl Wow Curl Flo-etry Vital Natural Serum is a rich-oil blend that moisturizes strands from root to tip for instantly plump, plush, juicy curls.",,"New ""Naked Technology"" feels like nothing's on the hair!, Mimics hair's natural oils to instantly moisturize and plump dehydrated curls (that are inherently dry because natural oils from the scalp can’t easily flow down the bends and twists of curly strands), Delivers super hydrated, juicy, healthy-looking curls, Never greasy or heavy! "
U586,https://media.ulta.com/i/ulta/2620871?w=78&h=78&fmt=auto,"Biolage Scalp Sync Oil Balancing Serum is a lightweight, leave-in serum that rebalances an oily scalp by absorbing and reducing excess oil. Infused with fermented tea and leaves hair & scalp feeling purified, healthy, and balanced.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand","Absorbs and reduces excess oil, Promotes a fresh scalp, Prevents sebum from traveling down the hair strand with continued use "
U587,https://media.ulta.com/i/ulta/2273917?w=78&h=78&fmt=auto,Biolage Smooth Proof Serum for frizzy hair provides humidity control and anti-frizz smoothness while adding shine. It tames frizz and flyaways while adding shine. Packaging may vary.,"Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand","Tames frizzy hair and flyaways, Enhances hair shine, Keeps hair smooth and protects against heat styling tools and humidity, Paraben Free, Suitable for color-treated hair "
U588,https://media.ulta.com/i/ulta/2608405?w=78&h=78&fmt=auto,"Keranique Follicle Boosting Serum is especially designed for women's needs. This follicle-fortifying treatment reinvigorates hair follicles, creating a healthy foundation for ongoing hair growth.",,"Bonds with hair keratin to add volume and thickness to each strand., Nourishes the hair follicle to help promote thicker, fuller hair., Use every day to improve the look of thickness and volume over time., For daily use. This lightweight serum utilizes cutting-edge skin and hair ingredients, Powered by patented peptides and botanical stem cell extracts to protect and repair for thicker fuller hair., Clinical Strength Patented Peptide Formula"
U589,https://media.ulta.com/i/ulta/2534626?w=78&h=78&fmt=auto,"Alterna Caviar Anti-Aging Restructuring Bond Repair 3-in-1 Sealing Serum is a repair concentrate for all hair types that rebuilds, protects and seals in one step.",,"Instantly and visibly strengthens, protects and adds resiliency to damaged strands, Targets and fills cracks and fissures in the hair's external structure, Smooths and seals the cuticle layer to provide protection, and a smoother look and feel "
U591,https://media.ulta.com/i/ulta/2602653?w=78&h=78&fmt=auto,"Inspired by Skincare, L'Oréal Elvive Hyaluron Plump Moisture Plump Serum regimen for dry hair, locks in moisture for up to 72H, achieving shinier, bouncier, free-flowing hair.",Give Back,"Moisture Boost - Hyaluron Plump Moisture Plump Serum daily leave-in replumps and reshapes dry, dehydrated hair. For hair that looks and feels full and bouncy for up to 72 hours without weigh down, when used with system. Inspired by Skincare - Infused with 2 percent Hyaluronic Care Complex for 2x hydration and replenished moisture."
U592,https://media.ulta.com/i/ulta/2579064?w=78&h=78&fmt=auto,"Soothe, cool and calm your roots with PATTERN's invigorating Scalp Serum. Slightly tingly and super moisturizing, this dermatologist-tested serum will give your scalp a sense of relief from dryness, itchiness, and tight styles. Great for protective styles.",,"Dermatologist-tested serum, Soothe, cool and calm your roots, Give your scalp a sense of relief, Works for all hair styles from protective styles to locs to full out curls, Great for dry scalps, Great for 3B-4C "
U593,https://media.ulta.com/i/ulta/2621584?w=78&h=78&fmt=auto,"Long hair goals? Save that last inch. Elvive Dream Lengths system, L'Oreal Paris Dream Lengths Dream Lengths Frizz Killer Serum Leave-In tames frizz and static.","Vegan, Clean Ingredients, Give Back","Tame frizzy hair and static with Elvive Dream Lengths Frizz Killer Serum Leave-In from L'Oreal Paris, Long hair goals - Save that last inch with Elvive Dream Lengths system of shampoo, conditioner, treatments and dry shampoo "
U594,https://media.ulta.com/i/ulta/2502518?w=78&h=78&fmt=auto,Kenra Platinum Color Charge Spray Serum provides ultimate protection against environmental stressors and heat up to 450 degrees F for maximum color retention during and after styling. This moisturizing spray helps to retain color pigments inside the cuticle for long lasting brilliance.,Cruelty Free,"Enriched with Fade-Fighting Technology, Retains color pigments inside the cuticle for a long-lasting shine "
U595,https://media.ulta.com/i/ulta/2577871?w=78&h=78&fmt=auto,"Seal, smooth, and mend frayed ends with Virtue's Fortifying Hair Repair Split End Serum, a treatment that nourishes and protects from future damage.","Vegan, Cruelty Free","Strengthens hair, Seals, smooths, and mends frayed ends For Hair Concerns: Breakage, split Ends, dryness, For Hair Types:, STRAIGHT - Fine/Medium/Thick, WAVY - Fine/Medium/Thick, CURLY - Fine/Medium/Thick, COILS - Fine/Medium/Thick"
U597,https://media.ulta.com/i/ulta/2585648?w=78&h=78&fmt=auto,Better Not Younger's award-winning scalp serum and scalp massaging applicator is designed to address the early signs of aging hair. The proprietary Superpower blend of proven plant-derived ingredients with Ginger and Centella Asiatica Extracts helps hair look healthier and stronger by the day.,"Vegan, Clean Ingredients, Cruelty Free","90% of women saw visible improvement in their hair after 8 weeks.*, Lightweight and non-greasy, this fast-absorbing serum nourishes follicles without leaving hair oily between washes., The liquid comb's smooth, retractable ball-tipped dispenser naturally parts hair and hugs the scalp to evenly distribute serum at roots., Superpower Serum - Made in USA., *Based on an independent 3rd party consumer usage study. Individual results may vary. "
U598,https://media.ulta.com/i/ulta/2534339?w=78&h=78&fmt=auto,Alterna Caviar Anti-Aging Infinite Color Hold Dual-Use Serum is a powerful dual-use serum that provides color rejuvenation and shine.,,"Leaves hair hydrated, smooth and shiny, Protects color treatments from UV-fade when used as a leave-in treatment, Protects hair from heat up to 450 F/ 232 C "
U599,https://media.ulta.com/i/ulta/2541544?w=78&h=78&fmt=auto,"Curlsmith Full Lengths Density Elixir is a night scalp serum that stimulates hair follicles and promotes healthier, fuller, thicker, longer-looking hair.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand","Helps support healthy hair growth, Like skincare for your scalp - apply daily as part of your night routine to help create the perfect environment for your hair follicles, Supercharged with 5 follicle-stimulating actives, Soothes the scalp, Improves scalp health and comfort, Stimulates hair only where it is applied, Weightless non-greasy water-based texture, Dropper tip for precise application, Vegan, cruelty free, clean ingredients and curly girl friendly, Designed for all curls and texture types, this product is also suitable for straight hair "
U600,https://media.ulta.com/i/ulta/2586187?w=78&h=78&fmt=auto,"PATTERN's lightweight and slippy, Styling Custard detangles while providing hold for kids and adults. Contains Flaxseed Oil, Agave, Irish Moss and Chamomile for a hydrated hold, definition, and shine. Perfect for wet or dry ponytails, braid-outs and Bantu knots.",,"Lightweight and slippy for detangling, Provides hydrated hold, definition, and shine, Perfect for wet or dry ponytails, flat twists, braid-outs, twist-outs and Bantu knots, Suitable for kids and adults, Most popular among high-porosity curlies and coilies. "
U601,https://media.ulta.com/i/ulta/2595078?w=78&h=78&fmt=auto,"Love your curls? Then this hair styling gel is a must-have! Are you struggling with dry, thirsty curls? Mielle's Pomegranate & Honey Coil Sculpting Custard is a breath of fresh air! Hydration, curl definition, long-lasting shine - it's all in there.","Clean Ingredients, Cruelty Free, Give Back","Moisturizes and conditions curly hair, Provides deep definition, Gives curls sheen and shine "
U602,https://media.ulta.com/i/ulta/2565555?w=78&h=78&fmt=auto,"PATTERN's Curl Gel is a dream for defined, bouncy, touchable, and juicy curls looking for medium hold. Glides on effortlessly and gives life to coils with the nourishment of Aloe Vera, Coconut Oil and Cacay Oil.",,"A favorite for wash-and-gos, Styles are defined, Curls are left flexible, springy and touchable, Flake and crunch-free finish, Great for 3B-4C, Features the nourishment of Aloe Vera, Coconut Oil and Cacay Oil., Founder Tracee Ellis Ross picked this fragrance to be clean and not overpowering. Notes are a sweet floral essence of Neroli, Rose & Patchouli. "
U604,https://media.ulta.com/i/ulta/2586594?w=78&h=78&fmt=auto,"Matrix A Curl Can Dream Light-Hold Gel is for curls and coils, infused with Manuka honey extract. This defining hair gel layers perfectly over A Curl Can Dream Moisturizing Cream, without flaking or crunch.",,"For curls and coils, Defining hair gel, Layers with A Curl Can Dream Moisturizing Cream, Light hold "
U605,https://media.ulta.com/i/ulta/6025595?w=78&h=78&fmt=auto,"Add fullness to fine hair - without flaking out. Paul Mitchell Extra-Body Sculpting Gel delivers body and controls any style with flake-free, flexible hold.","Vegan, Cruelty Free, Sustainable Packaging Brand, Give Back","Adds volume + control, Body-building hair gel contains thickening ingredients, Flexible hold, Touchable, brushable hair without stickiness or flaking, Ideal for fine hair, Great for long-lasting, voluminous styles + brushed-out sets A complex citrus herbal scent with energizing notes of lemon and neroli, Color safe, Paraben free, Gluten free"
U606,https://media.ulta.com/i/ulta/2103584?w=78&h=78&fmt=auto,Design versatile looks with Kenra Professional Styling Gel 17. For use on all hair types.,Cruelty Free,"Provides excellent support for any style, Creates fullness & adds shine, Controls coarse, unruly hair textures, Alcohol-free, non-drying & non-flaking formula "
U607,https://media.ulta.com/i/ulta/2622383?w=78&h=78&fmt=auto,"Redken Sculpting Curl Gel is a non-sticky, non-flaky, non-crunchy strong hold gel to sculp and define curly and coily hair. Define, hydrate and tame frizz up to 72 hours.",Sustainable Packaging Brand,"Defines curls for up to 72 hours, Reduces frizz by 76% for up to 72 hours, Strong hold, Leaves hair feeling soft and hydrated, Non-sticky, non-flaking, non-crunchy formula, Helps create defined and bouncy curls "
U608,https://media.ulta.com/i/ulta/2264815?w=78&h=78&fmt=auto,"American Crew Firm Hold Styling Gel provides very high hold with a high shine, prevents flaking, avoids drying the hair and scalp, allows for easier distribution through hair.",,"Provides very high hold with a high shine., Alcohol Free: Prevents flaking., Avoids drying the hair and scalp., Allows for easier distribution through hair. "
U609,https://media.ulta.com/i/ulta/2586187?w=78&h=78&fmt=auto,"PATTERN's lightweight and slippy, Styling Custard detangles while providing hold for kids and adults. Contains Flaxseed Oil, Agave, Irish Moss and Chamomile for a hydrated hold, definition, and shine. Perfect for wet or dry ponytails, braid-outs and Bantu knots.",,"Lightweight and slippy for detangling, Provides hydrated hold, definition, and shine, Perfect for wet or dry ponytails, flat twists, braid-outs, twist-outs and Bantu knots, Suitable for kids and adults, Most popular among high-porosity curlies and coilies. "
U610,https://media.ulta.com/i/ulta/2047441?w=78&h=78&fmt=auto,"Speed up your styling. Super Sculpt from Paul Mitchell delivers body, shine and flexible hold, and dries quickly.","Vegan, Cruelty Free, Sustainable Packaging Brand, Give Back","Hair styling glaze with flexible control + long-lasting hold, Contains body-enhancing panthenol, Conditions and maximizes shine, Dries fast, Ideal for all hair types, Great for creating everything from air-dried styles to sleek blowouts Breezy, delicate floral scent, Color safe, Paraben free"
U611,https://media.ulta.com/i/ulta/2623072?w=78&h=78&fmt=auto,"Achieve the appearance of fuller, thicker hair with Nioxin Density Defend Hair Thickening Gel. The thickening gel instantly enhances body and definition, making your hair appear more substantial and creating the illusion of thicker, fuller strands.",,"Volumizing Gel: Nioxin Density Defend Hair Thickening Gel is a volumizing styling gel that helps create the appearance of fuller, thicker hair., Adds Body and Definition: This gel adds body and definition to the hair, making it look voluminous and more substantial., Provides Flexible Hold: The lightweight formula provides a flexible hold, allowing you to style your hair while maintaining natural movement., Leaves the Hair Feeling Soft to touch: The gel does not leave a feeling of stickiness or stiffness after applying it., Suitable for All Hair Types: Nioxin Density Defend Hair Thickening Gel is suitable for all hair types and can be used daily to enhance your hair styling routine. "
U612,https://media.ulta.com/i/ulta/2262243?w=78&h=78&fmt=auto,"Style SexyHair Hard Up Gel is a flake-free gel with a maximum high hold finish and up to 48 hours of humidity resistance. Formulated for fine, medium and coarse hair types. Create the appearance of thicker hair while taming frizz and flyaways.","Cruelty Free, Sustainable Packaging Brand, Give Back","Provides Maximum High Hold up to 48 Hours, Provides Shine Finish up to 48 Hours, Provides Humidity Resistance up to 48 Hours, Flake-free Formula, For Use to Sculpt, Mold or Form Hair Into Place, Provides Appearance of Thicker Hair, Tames Frizz & Flyaways, Apply to Dry Hair for Maximum High Hold or to Damp Hair for High Hold Finish, For All Hair Types, This bottle is made with PCR and is continuously recyclable. PCR or Post Consumer Resin is discarded plastic that has been recycled, reused, cleaned and reprocessed "
U613,https://media.ulta.com/i/ulta/2550519?w=78&h=78&fmt=auto,"Style SexyHair Hard Up Gel provides maximum hold and all day shine to all hair types while never flaking. Use on wet hair for a sculpted, spiked, sleek or refined look, or on dry hair for a messy tousled look.","Cruelty Free, Sustainable Packaging Brand, Give Back","Provides extreme hold, Flake-free, For all hair types, This bottle is made with PCR and is continuously recyclable. PCR or Post Consumer Resin is discarded plastic that has been recycled, reused, cleaned and reprocessed "
U614,https://media.ulta.com/i/ulta/2615007?w=78&h=78&fmt=auto,"Bread Beauty Supply Hair Gel: Long-Wear Curl Capturing Gloss. A water-based, moisture-locking, protective, hair gel gloss for wet-set curls and slicked back styles.",,"Gives definition and glassy shine, Medium to strong hold gel, Curl-Enhancing, Suitable for fine, medium, and thick hair, Suitable for wavy, curly, and coily hair This non-flaking, nonsticky formula works to smooth the surface of hair while providing curls and coily hair with definition and glassy shine for days. It can also be used to smooth and lock in slick buns and ponytails, with a medium to strong hold that holds up in humidity."
U615,https://media.ulta.com/i/ulta/2607703?w=78&h=78&fmt=auto,"Experience sleek, healthy edges, intense shine and hydration with Mielle Rosemary Mint Strengthening Edge Gel.","Clean Ingredients, Cruelty Free, Give Back","Infused with Biotin and natural ingredients such as coconut and babassu seed oil, Provides hold to edges, baby hairs and flyaway's, Delivers intense shine, Supports healthy edges "
U616,https://media.ulta.com/i/ulta/2565546?w=78&h=78&fmt=auto,"PATTERN's Curl Gel is a dream for defined, bouncy, touchable, and juicy curls looking for medium hold. Glides on effortlessly and gives life to coils with the nourishment of Aloe Vera, Coconut Oil and Cacay Oil.",,"A favorite for wash-and-gos, Styles are defined, Curls are left flexible, springy and touchable, Flake and crunch-free finish, Great for 3B-4C, Features the nourishment of Aloe Vera, Coconut Oil and Cacay Oil., Founder Tracee Ellis Ross picked this fragrance to be clean and not overpowering. Notes are a sweet floral essence of Neroli, Rose & Patchouli. "
U618,https://media.ulta.com/i/ulta/2599030?w=78&h=78&fmt=auto,"IGK's Good Spin Curl Gelee is ultra-hydrating, oil-infused curl gelee defines, adds shine, and fights frizz for 72 hours*, to give curls a soft, nourished, crunch-free finish.","Vegan, Cruelty Free, Sustainable Packaging Brand","Ultra Rich Moisture, 72-hour frizz control, Softness, Definition "
U619,https://media.ulta.com/i/ulta/2262242?w=78&h=78&fmt=auto,"Style SexyHair Hard Up Gel is a flake-free gel with a maximum high hold finish and up to 48 hours of humidity resistance. Formulated for fine, medium and coarse hair types. Create the appearance of thicker hair while taming frizz and flyaways.","Cruelty Free, Sustainable Packaging Brand, Give Back","Provides Maximum High Hold up to 48 Hours, Provides Shine Finish up to 48 Hours, Provides Humidity Resistance up to 48 Hours, Flake-free Formula, For Use to Sculpt, Mold or Form Hair Into Place, Provides Appearance of Thicker Hair, Tames Frizz & Flyaways, Apply to Dry Hair for Maximum High Hold or to Damp Hair for High Hold Finish, For all hair types, This bottle is made with PCR and is continuously recyclable. PCR or Post Consumer Resin is discarded plastic that has been recycled, reused, cleaned and reprocessed "
U620,https://media.ulta.com/i/ulta/2084031?w=78&h=78&fmt=auto,"Kenra Volume Mousse Extra 17 is a firm hold, lightweight mousse that provides style and control without stiffness or stickiness. Rich formula spreads easily through the hair to provide maximum body and fullness.","Vegan, Cruelty Free","Provides thermal protection up to 450 degrees, Tames frizz & conditions, Non-drying, non-flaking lightweight formulation, Perfect for enhancing curl definition "
U621,https://media.ulta.com/i/ulta/6021136?w=78&h=78&fmt=auto,"Enhance your texture and create any look with this styling mousse. From crunch-free curls, to straight and silky, Paul Mitchell Sculpting Foam does it all.","Vegan, Cruelty Free, Sustainable Packaging Brand, Give Back","Versatile hair styling mousse with long-lasting hold, Controls frizz + flyaways, Conditioning, bodifying formula, Panthenol provides touchable hold and emollients smooth hair's surface, Adds shine + balances moisture, Ideal for all hair types, Use for a perfect combination of styling and conditioning hair, For a conditioned look with amazing shine, cocktail with Gloss Drops Sweet creamy coconut scent, Color safe, Paraben free"
U622,https://media.ulta.com/i/ulta/2271664?w=78&h=78&fmt=auto,Kenra Platinum Thickening Mousse 12 plumps each strand of hair by up to 150% and adds fullness and body to achieve the appearance of thicker hair. This ultra-lightweight formulation resists humidity for up to 48 hours.,"Vegan, Cruelty Free","Increases the density of the hair shaft by up to 150%, Flexible, light hold lasts up to 24 hours, Thermal protection up to 428 degrees F, Non-flaking, brushable finish "
U623,https://media.ulta.com/i/ulta/2558774?w=78&h=78&fmt=auto,Big SexyHair Root Pump Plus Volumizing Spray Mousse is a humidity-resistant all-over bodifying mousse with targeted application to deliver big volume and a long-lasting medium hold. Formulated for medium to coarse hair types.,"Cruelty Free, Sustainable Packaging Brand, Give Back","Targeted Application for Lift at the Root up to 48 Hours, Provides All-Over Body & Fullness up to 48 Hours, Provides Thermal Protection up to 450 degrees F, Long-Lasting Hold up to 48 Hours, Provides Humidity Resistance up to 72 Hours, Creates the Appearance of Thicker Hair, Formulated for Medium to Coarse Hair Types, Provides Shine Finish, Can be Reactivated by Massaging into Hair, SexyHair aluminum packaging is fully recyclable "
U624,https://media.ulta.com/i/ulta/6025592?w=78&h=78&fmt=auto,"Turn up the volume! Prep hair for a lush, full blowout with Extra-Body Sculpting Foam from Paul Mitchell.","Vegan, Cruelty Free, Sustainable Packaging Brand, Give Back","Thickening, body-building mousse adds lush volume + control, Formulated with conditioning ingredients to amplify shine + lock in moisture, Leaves hair manageable + shiny, Ideal for fine hair, Use to create bouncy blowouts and to keep hair looking voluminous + polished A complex citrus herbal scent with energizing notes of lemon and neroli, Color safe, Paraben free, Gluten free"
U625,https://media.ulta.com/i/ulta/2609971?w=78&h=78&fmt=auto,"Living Proof's Full Texturizing Foam is an innovative dry foam that delivers 3x more texture on wet or dry hair. Use to style, restyle, or revive hair for an effortless look that lasts all day.","Vegan, Clean Ingredients, Cruelty Free, Sustainable Packaging Brand, Give Back","Delivers 3x more textured hair*, Lightweight formula provides an airy, beachy, or textured style that lasts all day, Dry foam delivery provides style longevity with a lightweight finish, Leaves hair with a lived-in look and feel, Works with wet or dry application and with multiple styling methods, Heat protection up to 450°F/232°C, *Versus untreated "
U626,https://media.ulta.com/i/ulta/2577995?w=78&h=78&fmt=auto,"Achieve bounce, thickness, strength, and long-lasting, defined styles with Virtue's weightless Volumizing Mousse.","Vegan, Cruelty Free","Fuller, bouncier, and thicker hair, Protects hair from heat and humidity Hair Concerns: Lacks Body, limp, flat, For Hair Types:, STRAIGHT - Fine/Medium/Thick, WAVY - Fine/Medium/Thick, CURLY - Fine/Medium/Thick, COILS - Fine/Medium/Thick"
U627,https://media.ulta.com/i/ulta/2603783?w=78&h=78&fmt=auto,"Mielle Pomegranate & Honey Curl Defining Mousse with Hold is a non sticky holding mousse that not only smells amazing but is the perfect hold for Type 4 hair. Infused with key essential oils such as Shea Butter, Pomegranate, Honey, Apple, Aloe and Jojoba Oil for added moisture and hydration.","Clean Ingredients, Cruelty Free, Give Back","Perfect hold for type 4 hair, moisturizes & hydrates non-sticky "
U628,https://media.ulta.com/i/ulta/2567593?w=78&h=78&fmt=auto,"L'ange Whip Volumizing Mousse is an airy, creamy styling foam delivering maximum hold that's also soft and bouncy. It's infused with antioxidants and vitamins A and E to nourish your locks and help leave nothing but long-lasting luster and volume.",,"Helps hair look voluptuous and healthy, Aloe vera helps soothe and cool scalp, Argan oil adds needed hydration, Works great on all hair types Weightless formula instantly adds volume and definition to all hair types, Crunch-free residue leaves hair light and bouncy, Use before air-drying or diffusing to enhance curly or wavy texture or before blow-drying for extra body"
U629,https://media.ulta.com/i/ulta/2558480?w=78&h=78&fmt=auto,"Big SexyHair Root Pump Volumizing Spray Mousse creates volume and fullness with long-lasting style memory up to 48 hours. Designed for fine to medium hair types, this root-lifting mousse builds all-over body while providing humidity resistance and a flexible, medium hold.","Cruelty Free, Sustainable Packaging Brand, Give Back","Provides All-Over Body and Fullness up to 48 Hours, Provides Long-Lasting Style Memory up to 48 Hours, Provides Lift at the Root, Provides Medium Hold, Provides Thermal Protection up to 450 degrees F, Provides Humidity Resistance up to 72 Hours, Provides Shine Finish, For Fine to Medium Hair Types, SexyHair aluminum packaging is fully recyclable "
U630,https://media.ulta.com/i/ulta/6026494?w=78&h=78&fmt=auto,"Enhance wavy and curly hair and fight frizz with Foaming Pommade from Paul Mitchell. This styling lotion smoothes, softens and conditions textured hair.","Vegan, Cruelty Free, Sustainable Packaging Brand, Give Back","Transforms from a milky lotion into a light foam, Shapes + defines curls + waves, Provides light hold + shine, Ideal for wavy, curly + coarse hair, Use to create a variety of hairstyles from diffused curls to a sleek blowout Refreshing cucumber melon scent with soft floral notes, Vegan, Paraben free, Gluten free"
U631,https://media.ulta.com/i/ulta/6021572?w=78&h=78&fmt=auto,"Enhance your texture and create any look with this styling mousse. From crunch-free curls, to straight and silky, Paul Mitchell Sculpting Foam does it all.","Vegan, Cruelty Free, Sustainable Packaging Brand, Give Back","Versatile hair styling mousse with long-lasting hold, Controls frizz + flyaways, Conditioning, bodifying formula, Panthenol provides touchable hold and emollients smooth hair's surface, Adds shine + balances moisture, Ideal for all hair types, Use for a perfect combination of styling and conditioning hair, For a conditioned look with amazing shine, cocktail with Gloss Drops Sweet creamy coconut scent, Color safe, Paraben free"
U632,https://media.ulta.com/i/ulta/6025590?w=78&h=78&fmt=auto,"Turn up the volume! Prep hair for a lush, full blowout with Extra-Body Sculpting Foam from Paul Mitchell.","Vegan, Cruelty Free, Sustainable Packaging Brand, Give Back","Thickening, body-building mousse adds lush volume + control, Formulated with conditioning ingredients to amplify shine + lock in moisture, Leaves hair manageable + shiny, Ideal for fine hair, Use to create bouncy blowouts and to keep hair looking voluminous + polished A complex citrus herbal scent with energizing notes of lemon and neroli, Color safe, Paraben free, Gluten free"
U633,https://media.ulta.com/i/ulta/2534335?w=78&h=78&fmt=auto,Alterna Caviar Anti-Aging Multiplying Volume Styling Mousse is a lightweight treatment styling mousse that thickens and strengthens your hair.,,"Adds volume and lift without a sticky, stiff finish, Leaves hair looking and feeling healthy with an abundance of volume "
U634,https://media.ulta.com/i/ulta/2608279?w=78&h=78&fmt=auto,"Matrix Setter Mousse is a weightless foam for volumizing lift and shine. Provides movable, texturizing hold with lasting style memory. Fragrance includes top notes of Lemon, Apple, and Watermelon.",,"Volumizing, Lasting hold with style memory, Adds shine "
U636,https://media.ulta.com/i/ulta/2524536?w=78&h=78&fmt=auto,"Curlsmith Curl Quenching Conditioning Wash is a co-wash, a 2in1 shampoo and conditioner that gently cleanses hair without stripping it of natural oils.","Clean Ingredients, Cruelty Free, Sustainable Packaging Brand","Unlike traditional 2in1 that are a shampoo base with little conditioning ingredients, this co-wash is a conditioner base with little cleansing ingredients, which makes it gentle and moisturizing for all hair types, Doesn't foam but creates a creamy, nourishing lather, Helps smooth and detangle unruly hair, Suitable for frequent washes, Safe for color-treated hair, Vegan, cruelty free, clean ingredients and curly girl friendly, Designed for all curls and texture types, this product is also suitable for straight hair "
U637,https://media.ulta.com/i/ulta/2586591?w=78&h=78&fmt=auto,Matrix A Curl Can Dream Co-Wash is for curls and coils and infused with Manuka honey extract. This gentle cleansing conditioner is perfect for in-between wash days to revive curls.,,"For curls and coils, Gentle cleansing conditioner, Perfect for in-between wash days to revive curls "
